"userID","itemID","rating"
"User_174","Item_0169",5
"User_86","Item_0951",4
"User_60","Item_0625",2
"User_62","Item_0899",5
"User_66","Item_0083",5
"User_1","Item_0651",3
"User_245","Item_0877",5
"User_113","Item_0064",4
"User_86","Item_0275",3
"User_202","Item_0606",4
"User_38","Item_0975",3
"User_205","Item_0320",5
"User_88","Item_0428",5
"User_247","Item_0894",2
"User_231","Item_0170",5
"User_215","Item_0046",5
"User_56","Item_0259",1
"User_106","Item_0819",5
"User_143","Item_0389",4
"User_138","Item_0123",3
"User_82","Item_0744",1
"User_123","Item_0124",3
"User_94","Item_0766",4
"User_123","Item_0727",4
"User_81","Item_0439",4
"User_4","Item_0312",4
"User_168","Item_0627",4
"User_122","Item_0502",5
"User_34","Item_0071",2
"User_100","Item_0046",4
"User_195","Item_0259",4
"User_110","Item_0111",4
"User_63","Item_0896",5
"User_67","Item_0928",4
"User_59","Item_0534",3
"User_45","Item_0327",4
"User_232","Item_0906",3
"User_185","Item_0435",4
"User_95","Item_0730",2
"User_239","Item_0642",4
"User_201","Item_0216",4
"User_140","Item_0101",3
"User_159","Item_0410",3
"User_40","Item_0522",5
"User_136","Item_0083",4
"User_24","Item_0422",4
"User_191","Item_0595",5
"User_137","Item_0185",3
"User_160","Item_0705",2
"User_15","Item_0239",2
"User_232","Item_0984",3
"User_170","Item_0158",4
"User_66","Item_0941",4
"User_20","Item_0234",1
"User_234","Item_0897",4
"User_159","Item_0729",5
"User_197","Item_0243",2
"User_154","Item_0233",1
"User_229","Item_0515",3
"User_151","Item_0511",3
"User_59","Item_0811",4
"User_96","Item_0577",5
"User_148","Item_0330",3
"User_156","Item_0021",2
"User_16","Item_0886",3
"User_31","Item_0264",5
"User_250","Item_0098",5
"User_125","Item_0927",5
"User_66","Item_0463",5
"User_83","Item_0166",2
"User_72","Item_0336",4
"User_210","Item_0875",4
"User_165","Item_0057",3
"User_194","Item_0990",4
"User_171","Item_0215",4
"User_238","Item_0347",3
"User_21","Item_0660",1
"User_164","Item_0369",4
"User_132","Item_0573",1
"User_148","Item_0464",2
"User_232","Item_0325",5
"User_134","Item_0817",4
"User_234","Item_0004",4
"User_235","Item_0753",5
"User_242","Item_0103",5
"User_247","Item_0463",3
"User_111","Item_0989",3
"User_27","Item_0541",2
"User_65","Item_0911",5
"User_127","Item_0096",2
"User_78","Item_0850",5
"User_135","Item_0775",3
"User_92","Item_0672",3
"User_164","Item_0165",5
"User_17","Item_0042",5
"User_33","Item_0247",4
"User_177","Item_0108",3
"User_182","Item_0506",4
"User_95","Item_0672",4
"User_149","Item_0772",3
"User_195","Item_0461",3
"User_135","Item_0265",3
"User_54","Item_0637",3
"User_15","Item_0890",1
"User_206","Item_0658",1
"User_149","Item_0248",4
"User_135","Item_0699",3
"User_73","Item_0590",2
"User_193","Item_0478",4
"User_58","Item_0776",5
"User_126","Item_0781",3
"User_175","Item_0819",2
"User_104","Item_0598",5
"User_146","Item_0369",1
"User_158","Item_0331",2
"User_89","Item_0756",3
"User_229","Item_0723",3
"User_75","Item_0856",5
"User_85","Item_0797",5
"User_86","Item_0226",2
"User_187","Item_0250",4
"User_235","Item_0973",4
"User_58","Item_0737",3
"User_207","Item_0453",1
"User_70","Item_0416",5
"User_227","Item_0852",4
"User_123","Item_0010",5
"User_83","Item_0621",3
"User_24","Item_0639",5
"User_24","Item_0169",5
"User_181","Item_0894",1
"User_162","Item_0563",2
"User_240","Item_0244",5
"User_7","Item_0077",4
"User_232","Item_0950",3
"User_77","Item_0763",4
"User_204","Item_0201",2
"User_217","Item_0261",2
"User_80","Item_0983",2
"User_39","Item_0943",5
"User_86","Item_0137",4
"User_53","Item_0796",3
"User_162","Item_0088",4
"User_161","Item_0110",1
"User_202","Item_0504",4
"User_9","Item_0163",4
"User_229","Item_0466",3
"User_160","Item_0712",2
"User_133","Item_0132",5
"User_150","Item_0594",2
"User_200","Item_0148",5
"User_52","Item_0504",5
"User_72","Item_0444",5
"User_68","Item_0904",5
"User_171","Item_0793",4
"User_56","Item_0043",5
"User_167","Item_0340",5
"User_186","Item_0615",2
"User_118","Item_0120",3
"User_2","Item_0324",5
"User_37","Item_0822",4
"User_10","Item_0270",3
"User_217","Item_0445",5
"User_112","Item_0579",4
"User_92","Item_0211",2
"User_66","Item_0095",3
"User_83","Item_0801",4
"User_114","Item_0410",2
"User_189","Item_0423",1
"User_19","Item_0321",3
"User_161","Item_0580",4
"User_176","Item_0334",4
"User_229","Item_0329",2
"User_202","Item_0653",1
"User_16","Item_0698",4
"User_24","Item_0457",4
"User_186","Item_0850",5
"User_138","Item_0020",1
"User_113","Item_0567",3
"User_142","Item_0746",2
"User_154","Item_0499",1
"User_41","Item_0857",2
"User_231","Item_0675",4
"User_93","Item_0794",3
"User_44","Item_0639",4
"User_92","Item_0869",5
"User_227","Item_0837",5
"User_115","Item_0854",4
"User_243","Item_0005",4
"User_86","Item_0426",2
"User_159","Item_0897",4
"User_247","Item_0529",4
"User_9","Item_0765",5
"User_107","Item_0279",3
"User_59","Item_0509",2
"User_121","Item_0155",3
"User_181","Item_0993",5
"User_73","Item_0477",3
"User_215","Item_0293",3
"User_148","Item_0141",4
"User_227","Item_0506",3
"User_59","Item_0635",2
"User_51","Item_0878",3
"User_57","Item_0466",2
"User_10","Item_0740",2
"User_6","Item_0015",1
"User_169","Item_0570",3
"User_32","Item_0470",4
"User_210","Item_0474",2
"User_244","Item_0644",1
"User_184","Item_0099",5
"User_49","Item_0713",5
"User_225","Item_0356",5
"User_23","Item_0755",4
"User_161","Item_0458",1
"User_138","Item_0191",2
"User_210","Item_0152",1
"User_106","Item_0939",4
"User_200","Item_0338",3
"User_151","Item_0446",1
"User_63","Item_0010",4
"User_62","Item_0782",2
"User_136","Item_0014",3
"User_227","Item_0098",4
"User_135","Item_0082",4
"User_1","Item_0332",3
"User_167","Item_0808",4
"User_202","Item_0397",3
"User_113","Item_0212",2
"User_239","Item_0567",3
"User_194","Item_0655",1
"User_201","Item_0767",4
"User_91","Item_0324",4
"User_65","Item_0232",3
"User_212","Item_0990",4
"User_232","Item_0515",5
"User_193","Item_0716",3
"User_161","Item_0071",3
"User_249","Item_0626",3
"User_178","Item_0537",4
"User_12","Item_0842",2
"User_34","Item_0487",3
"User_146","Item_0871",4
"User_27","Item_0218",5
"User_218","Item_0294",4
"User_240","Item_0648",5
"User_173","Item_0706",3
"User_5","Item_0377",2
"User_169","Item_0095",2
"User_155","Item_0755",5
"User_231","Item_0854",4
"User_201","Item_0939",4
"User_196","Item_0505",3
"User_41","Item_0967",3
"User_72","Item_0227",3
"User_153","Item_0917",4
"User_200","Item_0952",5
"User_60","Item_0165",1
"User_113","Item_0087",5
"User_188","Item_0214",1
"User_230","Item_0507",3
"User_228","Item_0259",5
"User_53","Item_0853",1
"User_12","Item_0066",2
"User_153","Item_0281",4
"User_41","Item_0128",5
"User_117","Item_0053",5
"User_35","Item_0813",1
"User_3","Item_0392",1
"User_229","Item_0623",5
"User_101","Item_0355",3
"User_176","Item_0070",3
"User_57","Item_0155",3
"User_108","Item_0860",4
"User_80","Item_0849",4
"User_41","Item_0312",5
"User_205","Item_0301",4
"User_61","Item_0975",2
"User_171","Item_0363",4
"User_34","Item_0692",2
"User_204","Item_0400",3
"User_25","Item_0938",4
"User_147","Item_0010",5
"User_16","Item_0254",2
"User_237","Item_0318",1
"User_59","Item_0721",4
"User_197","Item_0733",3
"User_109","Item_0588",1
"User_111","Item_0194",4
"User_135","Item_0546",4
"User_163","Item_0379",3
"User_224","Item_0424",4
"User_83","Item_0024",2
"User_63","Item_0209",4
"User_120","Item_0139",5
"User_37","Item_0838",3
"User_67","Item_0462",5
"User_123","Item_0761",3
"User_189","Item_0234",3
"User_118","Item_0085",4
"User_85","Item_0612",4
"User_229","Item_0449",3
"User_248","Item_0689",1
"User_73","Item_0191",2
"User_237","Item_0670",2
"User_202","Item_0025",4
"User_151","Item_0586",3
"User_206","Item_0140",4
"User_180","Item_0726",5
"User_110","Item_0194",4
"User_122","Item_0629",5
"User_89","Item_0144",3
"User_165","Item_0081",1
"User_213","Item_0146",3
"User_135","Item_0851",2
"User_131","Item_0040",5
"User_15","Item_0005",2
"User_172","Item_0395",3
"User_100","Item_0612",3
"User_32","Item_0995",5
"User_155","Item_0683",2
"User_212","Item_0009",2
"User_166","Item_0769",1
"User_98","Item_0942",5
"User_180","Item_0381",3
"User_157","Item_0881",3
"User_34","Item_0065",4
"User_1","Item_0773",2
"User_200","Item_0132",3
"User_7","Item_0734",5
"User_182","Item_0382",2
"User_184","Item_0865",4
"User_189","Item_0626",1
"User_86","Item_0038",1
"User_113","Item_0059",1
"User_172","Item_0763",5
"User_240","Item_0975",4
"User_191","Item_0803",4
"User_162","Item_0201",4
"User_227","Item_0459",1
"User_112","Item_0540",4
"User_137","Item_0167",2
"User_144","Item_0275",4
"User_74","Item_0015",3
"User_214","Item_0348",2
"User_52","Item_0549",3
"User_173","Item_0734",3
"User_184","Item_0414",3
"User_199","Item_0350",5
"User_215","Item_0307",5
"User_1","Item_0151",3
"User_248","Item_0532",3
"User_169","Item_0064",4
"User_58","Item_0536",3
"User_10","Item_0997",2
"User_250","Item_0427",2
"User_68","Item_0967",1
"User_35","Item_0915",5
"User_214","Item_0387",3
"User_104","Item_0258",3
"User_197","Item_0371",3
"User_25","Item_0134",3
"User_3","Item_0293",4
"User_171","Item_0818",5
"User_1","Item_0800",5
"User_39","Item_0026",4
"User_109","Item_0714",4
"User_13","Item_0054",4
"User_133","Item_0314",3
"User_33","Item_0081",3
"User_8","Item_0630",5
"User_107","Item_0534",3
"User_231","Item_0712",1
"User_242","Item_0530",2
"User_73","Item_0727",5
"User_94","Item_0738",3
"User_115","Item_0452",5
"User_84","Item_0865",2
"User_149","Item_0639",4
"User_224","Item_0561",4
"User_1","Item_0837",5
"User_231","Item_0238",4
"User_242","Item_0101",3
"User_12","Item_0353",3
"User_26","Item_0379",2
"User_26","Item_0196",4
"User_220","Item_0283",4
"User_81","Item_0136",5
"User_54","Item_0942",4
"User_23","Item_0660",4
"User_57","Item_0414",3
"User_73","Item_0566",2
"User_153","Item_0413",3
"User_90","Item_0347",2
"User_8","Item_0717",4
"User_111","Item_0756",4
"User_204","Item_0834",4
"User_4","Item_0281",3
"User_238","Item_0047",4
"User_108","Item_0390",2
"User_103","Item_0425",3
"User_237","Item_0795",3
"User_97","Item_0019",3
"User_59","Item_0326",2
"User_226","Item_0074",3
"User_152","Item_0503",2
"User_148","Item_0325",3
"User_190","Item_0482",3
"User_198","Item_0151",3
"User_177","Item_0297",2
"User_102","Item_0081",5
"User_28","Item_0932",2
"User_202","Item_0777",5
"User_37","Item_0925",2
"User_223","Item_0531",2
"User_204","Item_0166",3
"User_200","Item_0586",4
"User_103","Item_0888",1
"User_140","Item_0931",5
"User_33","Item_0304",5
"User_59","Item_0034",3
"User_63","Item_0427",5
"User_163","Item_0180",1
"User_184","Item_0737",2
"User_245","Item_0949",4
"User_167","Item_0057",5
"User_30","Item_0847",2
"User_169","Item_0344",5
"User_57","Item_0457",3
"User_34","Item_0809",1
"User_170","Item_0049",2
"User_117","Item_0100",1
"User_122","Item_0403",4
"User_25","Item_0582",4
"User_125","Item_0949",5
"User_117","Item_0796",1
"User_1","Item_0622",2
"User_112","Item_0884",3
"User_117","Item_0227",2
"User_159","Item_0656",3
"User_41","Item_0730",1
"User_70","Item_0099",2
"User_18","Item_0712",4
"User_114","Item_0519",5
"User_94","Item_0126",3
"User_191","Item_0759",3
"User_242","Item_0801",4
"User_116","Item_0910",2
"User_66","Item_0456",1
"User_71","Item_0534",4
"User_139","Item_0962",5
"User_80","Item_0530",4
"User_72","Item_0311",4
"User_14","Item_0698",5
"User_86","Item_0506",4
"User_67","Item_0607",4
"User_27","Item_0243",3
"User_48","Item_0047",3
"User_104","Item_0128",5
"User_127","Item_0371",2
"User_40","Item_0532",5
"User_40","Item_0694",1
"User_136","Item_0299",4
"User_64","Item_0774",4
"User_243","Item_0046",3
"User_174","Item_0525",1
"User_163","Item_0001",3
"User_220","Item_0391",3
"User_46","Item_0956",4
"User_69","Item_0620",5
"User_22","Item_0340",3
"User_174","Item_0063",4
"User_227","Item_0251",1
"User_235","Item_0202",4
"User_146","Item_0041",1
"User_119","Item_0869",5
"User_212","Item_0470",5
"User_173","Item_0819",4
"User_129","Item_0389",3
"User_197","Item_0040",4
"User_242","Item_0986",4
"User_79","Item_0909",2
"User_19","Item_0947",2
"User_12","Item_0119",3
"User_192","Item_0285",2
"User_139","Item_0190",5
"User_211","Item_0169",5
"User_7","Item_0753",5
"User_193","Item_0046",4
"User_48","Item_0009",3
"User_214","Item_0835",2
"User_208","Item_0987",4
"User_84","Item_0382",3
"User_217","Item_0258",3
"User_102","Item_0906",2
"User_5","Item_0473",3
"User_242","Item_0130",4
"User_36","Item_0470",3
"User_161","Item_0168",3
"User_143","Item_0928",2
"User_107","Item_0129",3
"User_23","Item_0101",3
"User_57","Item_0277",3
"User_247","Item_0952",5
"User_80","Item_0901",3
"User_215","Item_0302",3
"User_209","Item_0305",3
"User_5","Item_0900",3
"User_174","Item_0495",1
"User_144","Item_0845",3
"User_85","Item_0395",2
"User_217","Item_0667",3
"User_116","Item_0313",1
"User_177","Item_0160",3
"User_243","Item_0640",5
"User_92","Item_0490",4
"User_12","Item_0169",5
"User_13","Item_0266",3
"User_139","Item_0852",5
"User_165","Item_0314",4
"User_210","Item_0348",1
"User_48","Item_0622",4
"User_211","Item_0697",4
"User_239","Item_0434",1
"User_156","Item_0673",1
"User_225","Item_0547",2
"User_175","Item_0810",3
"User_28","Item_0674",3
"User_44","Item_0963",3
"User_4","Item_0912",2
"User_207","Item_0845",4
"User_85","Item_0650",3
"User_180","Item_0007",4
"User_131","Item_0116",1
"User_121","Item_0358",5
"User_82","Item_0290",3
"User_163","Item_0922",2
"User_42","Item_0657",1
"User_218","Item_0860",5
"User_157","Item_0918",3
"User_47","Item_0689",3
"User_161","Item_0522",5
"User_83","Item_0546",5
"User_51","Item_0744",3
"User_125","Item_0547",4
"User_154","Item_0792",4
"User_135","Item_0092",2
"User_174","Item_0539",3
"User_58","Item_0478",4
"User_220","Item_0581",4
"User_185","Item_0130",5
"User_158","Item_0930",5
"User_232","Item_0714",4
"User_169","Item_0630",5
"User_14","Item_0289",4
"User_41","Item_0221",5
"User_136","Item_0972",5
"User_57","Item_0479",1
"User_47","Item_0773",2
"User_169","Item_0931",5
"User_86","Item_0134",4
"User_130","Item_0375",2
"User_53","Item_0290",4
"User_192","Item_0363",4
"User_169","Item_0323",5
"User_214","Item_0724",2
"User_59","Item_0137",3
"User_90","Item_0664",2
"User_129","Item_0247",4
"User_247","Item_0824",5
"User_177","Item_0002",5
"User_56","Item_0475",3
"User_167","Item_0992",4
"User_89","Item_0600",4
"User_181","Item_0370",2
"User_109","Item_0748",2
"User_89","Item_0315",4
"User_163","Item_0213",5
"User_112","Item_0518",4
"User_199","Item_0677",2
"User_93","Item_0030",2
"User_208","Item_0103",5
"User_109","Item_0107",3
"User_83","Item_0834",5
"User_126","Item_0886",5
"User_248","Item_0259",4
"User_198","Item_0347",3
"User_233","Item_0447",4
"User_120","Item_0891",5
"User_16","Item_0723",3
"User_36","Item_0328",3
"User_3","Item_0638",4
"User_116","Item_0696",5
"User_127","Item_0923",3
"User_147","Item_0572",3
"User_76","Item_0548",2
"User_59","Item_0260",4
"User_133","Item_0023",4
"User_250","Item_0324",3
"User_111","Item_0162",1
"User_35","Item_0226",5
"User_2","Item_0519",4
"User_175","Item_0643",5
"User_235","Item_0004",4
"User_76","Item_0384",4
"User_103","Item_0381",2
"User_82","Item_0815",5
"User_152","Item_0956",1
"User_192","Item_0962",2
"User_69","Item_0968",3
"User_31","Item_0685",5
"User_170","Item_0436",3
"User_144","Item_0501",4
"User_49","Item_0990",4
"User_149","Item_0200",2
"User_15","Item_0483",5
"User_35","Item_0437",2
"User_27","Item_0373",2
"User_89","Item_0471",2
"User_85","Item_0169",5
"User_59","Item_0597",1
"User_64","Item_0021",4
"User_152","Item_0156",5
"User_77","Item_0171",4
"User_44","Item_0678",5
"User_80","Item_0930",5
"User_200","Item_0454",2
"User_135","Item_0276",3
"User_90","Item_0979",5
"User_222","Item_0209",4
"User_176","Item_0941",5
"User_33","Item_0376",2
"User_58","Item_0684",5
"User_171","Item_0547",3
"User_63","Item_0342",4
"User_250","Item_0793",4
"User_138","Item_0019",2
"User_24","Item_0744",2
"User_118","Item_0938",3
"User_190","Item_0086",4
"User_4","Item_0088",4
"User_115","Item_0916",4
"User_68","Item_0107",5
"User_41","Item_0669",4
"User_24","Item_0674",2
"User_188","Item_0761",5
"User_123","Item_0405",4
"User_212","Item_0327",4
"User_150","Item_0420",3
"User_83","Item_0940",4
"User_101","Item_0346",2
"User_195","Item_0262",3
"User_211","Item_0778",2
"User_70","Item_0924",1
"User_26","Item_0701",5
"User_164","Item_0725",5
"User_29","Item_0636",3
"User_50","Item_0563",3
"User_189","Item_0598",2
"User_113","Item_0886",3
"User_8","Item_0417",3
"User_101","Item_0915",3
"User_183","Item_0050",3
"User_56","Item_0678",2
"User_184","Item_0707",5
"User_96","Item_0912",2
"User_198","Item_0528",1
"User_204","Item_0813",2
"User_19","Item_0756",3
"User_38","Item_0230",4
"User_181","Item_0485",5
"User_171","Item_0929",4
"User_70","Item_0468",4
"User_197","Item_0101",2
"User_101","Item_0947",2
"User_238","Item_0156",4
"User_131","Item_0958",2
"User_196","Item_0609",4
"User_246","Item_0436",2
"User_124","Item_0226",4
"User_95","Item_0769",1
"User_223","Item_0763",4
"User_149","Item_0598",4
"User_215","Item_0183",4
"User_59","Item_0113",4
"User_71","Item_0884",2
"User_68","Item_0852",1
"User_72","Item_0934",5
"User_45","Item_0938",5
"User_94","Item_0381",5
"User_211","Item_0122",2
"User_61","Item_0534",5
"User_175","Item_0795",2
"User_132","Item_0430",5
"User_53","Item_0618",3
"User_130","Item_0533",4
"User_1","Item_0966",2
"User_83","Item_0405",3
"User_62","Item_0616",2
"User_7","Item_0696",1
"User_7","Item_0564",3
"User_170","Item_0768",2
"User_7","Item_0473",5
"User_31","Item_0233",3
"User_53","Item_0380",5
"User_185","Item_0927",3
"User_32","Item_0687",3
"User_9","Item_0862",5
"User_228","Item_0789",1
"User_162","Item_0127",5
"User_128","Item_0687",3
"User_69","Item_0690",5
"User_25","Item_0655",5
"User_162","Item_0381",3
"User_140","Item_0963",3
"User_79","Item_0534",4
"User_7","Item_0365",3
"User_222","Item_0809",1
"User_146","Item_0726",5
"User_170","Item_0439",5
"User_205","Item_0386",5
"User_73","Item_0808",3
"User_111","Item_0295",4
"User_72","Item_0855",2
"User_99","Item_0620",5
"User_42","Item_0797",3
"User_120","Item_0661",5
"User_23","Item_0882",3
"User_96","Item_0656",3
"User_62","Item_0139",5
"User_231","Item_0888",4
"User_33","Item_0694",4
"User_160","Item_0002",2
"User_90","Item_0873",5
"User_157","Item_0429",1
"User_187","Item_0371",2
"User_244","Item_0526",2
"User_132","Item_0615",5
"User_25","Item_0459",3
"User_156","Item_0300",4
"User_238","Item_0015",2
"User_243","Item_0752",4
"User_2","Item_0941",5
"User_181","Item_0814",4
"User_128","Item_0428",4
"User_10","Item_0810",4
"User_202","Item_0480",5
"User_215","Item_0159",5
"User_139","Item_0273",4
"User_164","Item_0560",2
"User_88","Item_0278",4
"User_176","Item_0878",5
"User_68","Item_0135",3
"User_232","Item_0873",2
"User_191","Item_0904",4
"User_232","Item_0868",5
"User_162","Item_0760",1
"User_12","Item_0727",5
"User_6","Item_0714",3
"User_228","Item_0395",3
"User_30","Item_0353",4
"User_111","Item_0105",1
"User_65","Item_0098",5
"User_86","Item_0837",3
"User_6","Item_0063",4
"User_63","Item_0698",3
"User_173","Item_0603",2
"User_13","Item_0791",3
"User_217","Item_0524",2
"User_88","Item_0465",1
"User_241","Item_0248",5
"User_217","Item_0209",4
"User_156","Item_0472",1
"User_196","Item_0638",4
"User_215","Item_0422",3
"User_35","Item_0666",4
"User_51","Item_0988",2
"User_65","Item_0756",4
"User_57","Item_0788",4
"User_34","Item_0818",5
"User_114","Item_0813",2
"User_82","Item_0305",4
"User_79","Item_0330",4
"User_156","Item_0883",4
"User_218","Item_0370",1
"User_214","Item_0185",4
"User_247","Item_0980",5
"User_244","Item_0611",5
"User_54","Item_0475",3
"User_226","Item_0475",3
"User_11","Item_0720",1
"User_4","Item_0796",1
"User_70","Item_0128",5
"User_182","Item_0493",3
"User_32","Item_0720",2
"User_36","Item_0532",4
"User_203","Item_0805",3
"User_117","Item_0340",5
"User_64","Item_0107",1
"User_63","Item_0848",4
"User_184","Item_0426",3
"User_229","Item_0292",5
"User_193","Item_0213",5
"User_6","Item_0348",2
"User_6","Item_0536",4
"User_175","Item_0822",3
"User_75","Item_0437",3
"User_62","Item_0104",2
"User_227","Item_0799",2
"User_62","Item_0926",3
"User_93","Item_0974",2
"User_182","Item_0410",1
"User_81","Item_0850",5
"User_64","Item_0343",4
"User_79","Item_0453",3
"User_99","Item_0838",3
"User_30","Item_0424",3
"User_197","Item_0749",1
"User_150","Item_0568",4
"User_195","Item_0094",3
"User_157","Item_0110",2
"User_13","Item_0896",3
"User_158","Item_0442",3
"User_239","Item_0593",2
"User_208","Item_0375",1
"User_109","Item_0459",3
"User_204","Item_0672",3
"User_17","Item_0479",3
"User_132","Item_0003",4
"User_108","Item_0033",5
"User_187","Item_0956",4
"User_150","Item_0038",3
"User_242","Item_0497",3
"User_153","Item_0775",3
"User_18","Item_0701",3
"User_46","Item_0392",1
"User_211","Item_0174",5
"User_140","Item_0561",4
"User_146","Item_0628",3
"User_40","Item_0343",1
"User_90","Item_0924",1
"User_172","Item_0688",4
"User_145","Item_0847",3
"User_121","Item_0658",5
"User_215","Item_0417",3
"User_77","Item_0104",4
"User_133","Item_0644",1
"User_55","Item_0878",1
"User_43","Item_0135",2
"User_34","Item_0457",2
